code,sample,dream
"
#0653",college_women,"It was summer and I was visiting my grandmother's farm. The sun was shining and there was a festive air about the house. We were all preparing to go someplace (""we"" meaning my mother, grandmother, age 80, my two uncles, 45 and 48, and my aunt age 55) and I was busy sewing a button on my dress. Suddenly the scene changed and we were sitting in the car at town watching the people go by. However, they were people from my hometown and not from my grandmother's town. I saw my best girlfriend (age 22) walking by with my high school history teacher (about 40). They stopped to talk, and thats the last I remember."
"
#0673",college_women,I dreamed that I was in a country store in a town I had never seen before. I saw a girl in the front of the store crying. I went up to her and asked her what I could do to help. She saw a small suitcase I was holding and said she would like it. I gave her the suitcase and a small amount of money. She thanked me and walked out of the store. The next day I read in the newspaper that I would be called to the police station for questioning. The girl whom I had helped had been mutilated by a hatchet and my suitcase had been found near her dead body.
"
#0676",college_women,"I was with my sister, Elizabeth. We went on a train ride in a train with no sides or a roof. The railroad tracks are high in the air. The next thing I remember is wandering through an auditorium. I was telling everyone the scene of the play that I was in, was rehearsing and I didn't know my lines so I wasn't going. So, I remember next that someone was washing my hair, it turned out to be a girl I didn't like who went to my Church. I didn't dry my hair but went walking around the auditorium with wet hair."
"
#0681",college_women,"I dreamed that my whole family was killed in a train accident. I was stunned when I read in the newspapers of the great tragedy. On the front page there was a picture of me in a state of sorrow. I received many calls from people who wanted to help me and the whole city was in sympathy with me. Everyone was feeling sorry for me, including the people whom I didn't particularly like."
"
#0001",vietnam_vet,"I'm in Honduras at some kind of border crossing. A wide corridor of thick fenced scrub is off on either side.. Everything is grim, sinister, ominous. A few peasants silently plod up or down the hilly earth. It's a miserable, gloomy place. Everything feels cloaked in darkness. I try going forward, but after a time, something says ""Danger, turn back."" Not taking the winding paths, I trudge up the steep hills, making the work twice as hard, like my first treks in Guatemala in 1992. At a hilltop, I begin to choke for air. I make gasping sounds, I'm suffocating, dying"
"
#0003",vietnam_vet,"I'm part of a bomber crew flying over a European or Balkan city. We're flying low, 200-300 feet off the ground. At a designated signal, the bombs are dropped over a wooded, jungle-like area. As we fly over the dense forest, I can partially see the smoke and flames through the aircraft's small windows. I hear the bombs exploding. The bomber crew ""ooohs and aaahs"" enthusiastically. The scene changes. I'm hanging from the first story of a large brick building. Across the street, about 100 meters away, another man, much higher up, is doing the same. Through my pants, I feel and then see a long swollen welt, like a large worm, or engorged leech, attached to my thigh. I'm bleeding. I shout to the men in the plane overhead, ""Hey, fella's, I'm hit!"" My shout alerts the enemy. The other dangling man drops to the ground. It's a long fall. He's likely dead. I drop to the ground. In an alley, I run to a large wooden barn door, painted Army green. Is it locked? I manage to push or slide it open it as a blond muscular man chases me. I enter the building, a large and empty warehouse-like room, with tall ceilings and a smooth cement floor. The blond man rushes in. I try to escape but he captures me. Moments later, four or five other men, storm into the room. Dressed in great coats they perform a dazzling display of martial arts. Then it's over. I'm a POW. There's no escape"
"
#0005",vietnam_vet,"I'm living with roommates in the basement of a house similar to the home of my childhood friend Frank. My area has a bookcase, which is organized and neat, but all around me are the clothes and Christmas decorations that belong to someone else. A roommate comes by. I ask him, ""Who owns this stuff?"" He comes too close; I fear he will fall on me and harm my hernias. Dogs appear. One has my right wrist in its jaws. The other has my legs in its mouth. I can't see them, but hear and feel their growls, the touch of their teeth. I yell, ""Stop! Stop it!"" several times, each time louder than the next. The dogs aren't vicious. They appear to be playing. But I have fear. I'm yelling, ""Stop it!"
"
#0010",vietnam_vet,"I've been traveling, and am now in Switzerland at a posh mountain hotel. I'm with other people in a large spacious room, a kind of hall; the walls are made of glass. There's a dance or social function taking place. I'm with another man, a friend or acquaintance. I'm wearing very colorful jeans, clothing I would not ordinarily wear. I begin talking to an attractive woman with short blonde hair. She remarks about the jeans. I say, ""I saw them and had to buy them."" A criminal-like man enters the room through its glass doors. He is unctuous, intimidating. At one point he socializes with us, then becomes angry at my friend, lifting him up, almost fighting him. My friend owes him a gambling debt. I intervene, telling the intruder to leave. He backs off, appears to go, but loiters outside, before slinking back to the glass door. I walk over to him. In the doorway, I say, ""I'm warning you. I'm going to hurt you."" He leaves, but not for long. The woman has left. I want to find her, and go outside. It's beautiful here. I'm relaxed"
"
#0012",vietnam_vet,"I'm in a room with other Vietnam vets. We're young, in our late 20s or 30s. The plan is to meet here weekly. I'm talking with one of the vets. I say, ""We can share a ride. I'll pay for gas if you have a car."" I don't tell him I don't drive. Another vet, who seems familiar, who is robust and mature, asks about my dog tags, which I'm wearing around my neck. Happily, I tell him, ""I'm wearing them because of today."" The other vet immediately chokes up and turns away. I know enough to refrain from speaking"
"
#0013",vietnam_vet,"I'm working in an office and meet a mature girl at a nearby bakery. She's very pretty, friendly and kind. I buy bread from her and forget to leave a tip. Then I do, at first counting out the small change, then giving all the coins to her. ""Just take it all,"" I say. Dave, a best friend since college, meets her. She must choose between him or me. She prefers me. It's because of my fine body, she says. I introduce to the girl to my grandfather. ""This is my grandfather,"" I say, momentarily forgetting his name. He introduces himself. The girl says she likes movies, plays and museums. My grandfather gives her subway directions to New York's theater district. The girl is anxious. I tell her we'll find it. At night, she and I walk down a country road. I tell her I know this road. I know where it leads. I point out its center lines, now faded, barely recognizable, as if paint sprayed from a distance. The scene changes. We're in a pup tent. Something is wrong. The girl complains; the tent is missing stakes, rope and the poles to keep it upright and taut. And there's no ground mat; only the bare earth. And the weather is bad. There is tension. Dave, or whoever gave us the tent, is at fault"
"
#0023",vietnam_vet,"I'm on my way to the apartment building of a girl I've just met. I see a man I know. He's young, handsome, dark haired, possibly of Indian decent. I tell him, ""I'm going to see if I left my coat at her house."" I tell him that if I find it, we should get together. If not, I'll go home. He cheerfully says, ""Now I feel good,"" or ""That makes me feel good."" I don't understand why he said that. I go to the floor where the girl lives but can't recall her door. I enter an apartment, a bar, and sit on a stool. A stocky man, wearing a suite and tie, with 1950s swept back duck's-ass hair, taps my shoulder. When I get up, he takes my seat. I say, ""I was sitting there,"" but he ignores me. I push him off the seat and he falls to the floor. I say, ""C'mon, let's fight."" Dazed, he stands up, crouches and puts up his fists. This surprises me. Not showing my fear, I say, ""No, no. I don't want to fight. Look, I was sitting there."
"
#0035",vietnam_vet,"I'm in a beautiful landscape. A child's fantasy of armored knights in battle. Two knights on immense horses swing swords, one clearly outdoing the other. I witness a skilled knight who rides to the rescue of the man being defeated. The large swords swing and clash. When the rescuing knight is about to deliver the coup de grace, I turn to the physician Susan G, who is dressed as a princess, and say, ""He's about to do a podcast."" She compliments me for a witty joke or phrase I did not make. It's so modern, so witty, she says. In that moment I decide to let the oversight pass"
"
#0041",vietnam_vet,"It's windy. I'm climbing in an open pit mine of gray white stone that is similar to granite. White dust fills the air. I climb over the terraced ledges to a Spanish-like plaza where there is shelter from the wind and a place to eat. I sit at a table with a young boy and an old woman. When they leave I realize they've stolen my daypack and baseball cap. The pack contains nothing of value, but it's mine. I can't believe they've stolen it. I run after them. Then I lean forward and fly. I'm about ten feet off the ground, flying down a blacktop country road that winds through a wide-open town. I fly past shops, past a few people on the road, past a woman on a bicycle, past a large store selling plants and flowers. Has my pack been stolen, or is this a dream"
"
#0045",vietnam_vet,"I'm in my old house on Highland Place. Outside, it's raining hard. After the storm, I enter the bathroom to find that one window has a chipped corner, the window screens have been blown out; the room is wrecked. I go to the backyard to retrieve the screens and reinstall them. My mother joins me. To hook the oblong screens on prongs at the top of the window casement requires skill. When my mother succeeds, she says, ""I did it!"" in her hapless way. I tell her the windows are old. I tell her the landlord should replace them. I tell her she doesn't know the law, and mention the law of habitability. My mother doesn't want to hear about it. She doesn't want the trouble. I wake up saying, ""They really should be replaced."
"
#0046",vietnam_vet,"It's a bright sunny day. As an adult, I'm attending a ceremony on a grassy hill at my grammar school. I'm wearing a jacket and tie and talking with a friend. A casually dressed obese young man with long frizzy hair approaches me. ""This is for you,"" he says. He hands me a two-foot strand of thickly woven cord, one end of which is unraveling. I put on my sunglasses. It's time to say the Pledge of Allegiance. I will stand without reciting the words or placing my hand over my heart. I'm thinking, if anyone asks or bothers me I'll say, ""I know what war is and none of this is true."" Afterward, as the frizzy haired man and I walk across a hilly lawn, he asks, ""Why do you have so many banks?"" I say, ""How do you know?"" He says, ""I just know."" I say, ""I have four banks. So what?"" We enter the school and walk to a room near a staircase. The frizzy haired man hands me a textbook. ""This is for Miss Tonner's class,"" he says. He makes sure it's the right book, the right class. There is something about the books texture and heft; its grim bulky cover which resembles a film negative. I don't want it, but to avoid conflict, I say nothing. Back on the lawn, I tell my friend about the question I was asked. I wake up saying, ""I have four banks. So what?"
"
#0050",vietnam_vet,"I'm young. With my dog, I'm part of a small group walking a country trail. We pass a group of people. Far in the distance I see my former girlfriend Karen. I want to be with her but we have to keep moving. I wave to her regretfully. Does she understand? As we walk, a man leads a reluctantly trotting pony with rope tethered around its body. There's been a car accident. Many possessions are lined up on the side of the trail. Concerned men stand about. We keep moving and, finally arrive at a large one-story house with white adobe walls and dirt floors. It's more like a barn or large hut. Inside, I talk with Lewis, the younger brother of a college best friend. I say, ""It's pretty simple here. Almost like a college dorm."" Lewis says, ""Yeah, I guess so."" I don't like this place. It's too casual. I want order. I want things to be orderly and clean. I'll have to get used to this. My dog runs through the house. She's playful yet nervous. There's a small pile of pot on Lewis's bed. She runs over the pot, disturbing it. She drinks water. I ask Lewis if he can deal with the dog. I tell him she's my dog. I wake up talking"
"
#0066",vietnam_vet,"I'm in a play being performed in a small darkened theater. Only a few people are in the audience. The subject is the war on drugs. I play a general in charge of a half-dozen guerillas, shouting out rhetorical questions to inspire my men. ""Are we going to fight this war?! Are we going to win this battle?!"" I'm doing this for their sake and to excite the audience. At first the guerrillas are unenthusiastic, but the second time I rouse them they are more high-spirited. ""Who's going to fight this war?"" I yell. ""We are!"" they shout back. ""We're going to war!"" I yell. "" Let's kill some of those bad people!"
"
#0068",vietnam_vet,"My former girlfriend Karen and I spend the night together. It's been so long. We undress and make love. In the morning, we look for a train back to the town I lived in from 2001 to 2012. At the station Karen is sure of the way, but enters and exits twice. Without thinking, she blocks the way of a waiting passenger, a mysterious man. A train arrives but we miss it and walk in the country. Karen stands high up on a dirt ridge while I'm on lower ground. In the distance, I see a man who appears to be armed. Is he a cop? When the man turns, I see it's a shotgun, not a pistol, he's hidden inside his long tan coat. The man is angry. Karen, who does not see him, drinks water from a paper cup, and throws the empty cup down the ridge. I loudly whisper her name to warn her but she doesn't hear me calling. The man walks toward Karen, bumps into her, pushes her. I'm angry and start walking toward him. I will kick this man in his throat"
"
#0069",vietnam_vet,"It's night. I'm with a platoon of American soldiers in Vietnam. Instead of jungle, we're in an urban area with many tall apartment buildings similar to Sycamore Hill, the apartment complex I lived in from 10 to 12 years of age. Entering a complex, I struggle to sling on my pack, which is made of many fibers, like a humming's nest. We're making too much noise; the Vietnamese know the American' are here. The platoon enters a building and splits up. I'm alone, running down empty hallways, peering into apartments. I fear being seen or shot by the blue-collar inhabitants. In some rooms, the lights are on, or the doors are open. It's as if no one's home, or no one cares to be safe. I've had enough, and skip down the cement stairwells two steps at a time, triggering an alarm. At one of the landings, I see Ba repairing a water leak in the hotel he ran in ?Vietnam in the 1990s. I make a remark as I jump past. Ba says, ""Did you ask the officer about hunting?"" I wake up saying, ""I forgot. What do you want me to say?"
"
#0072",vietnam_vet,"I'm sitting in an English garden with Donald Trump and his family. Trump is upbeat, arrogant. The scene changes. Trump enters an upscale private first floor lounge occupied by hotel staff. The tent-like roof raises to allow views of the stylish hotel grounds. I'm seated next to Trump, who is standing and sullen. A corpse in a coffin is carried into the room. One at a time, I share hors d'oeuvres with Trump, who scoffs at the body. The scene changes. Trump and I sit on the floor of the hotel's first floor utility closet; his family is the roof. It's dark in here. I'm holding Trump's hand, which is shaped like a wooden spoon. I ask Trump if he's afraid. He says that earlier he'd done building repairs and now wants to leave, but first, he must tell his family. I say, ""I'll call them."" Trump wonders if their phones will ring. I tell him at least one of the phones will get the call"
"
#0073",vietnam_vet,"It's dark and raining. I'm flying through an area similar to Green Meadow Lake, where my grandparents had a summer home in the 50s, looking into the lights windows of houses as I soar past. I enter an empty house much like the one my grandparents owned here, settle in, trying not to make noise. Very soon someone bangs on the back door. ""Hello!...hello!"" they call out. For a few minutes I ignore them, hoping they'll leave. Finally, knowing I've been caught, I walk through the darkened house and answer the door. Out back, there's a cab waiting with passengers. The driver and a woman passenger hand me items that have fallen out of a toiletry kit which I had earlier left in the cab. The driver is almost apologetic. I thank him for returning my things. Waking, I say, ""Thanks."
"
#0077",vietnam_vet,"I'm living in a ramshackle rooming house. It's seedy and flea bitten. Someone has stolen my bed blanket. Reluctantly, I enter the room of two black brothers to ask if they've seen it. The two men lie face down on the floor and appear to be dead. Their beds are unmade. Dirty clothes and garbage are everywhere. The blanket is not here. The scene changes. I'm standing in a large foyer, much like the one at the Brand Theater where I worked in 1972 as an usher. In a thick British accent, an older Englishman with a 1950s haircut peppers me with questions. ""Do you have a cigarette? Do you have a light?"" On and on he goes. Whenever he speaks, he lurches forward suddenly, causing me to flinch. Is he drunk? ""Do you have coffee?"" he asks. "" Imitating Richard Burton in a scene from Who's Afraid of Virginia Woolf, I say, ""Coffee? Coffee? How do you like your coffee?"" The landlord arrives. I point the Englishman toward him. ""This man would like to speak to you,"" I say"
"
#0085",vietnam_vet,"I'm an instructor at a civilian flight school, observing a short handsome young man who resembles actor Tom Cruise as he goes through his paces. I imagine he is resigned to being ignored, but no, he is firm and confident, has studied hard, recites the answers well, and takes the controls with authority. An older heavy set professor and I will test a short woman pilot who resembles one of my neighbors. After she completes the written exam, the professor, who is Southern and gruff, tells her that's all, she may go. Instead of leaving, the woman insists on knowing how she has done. This upsets the professor. Siding with the woman pilot, I press the question. Waking, I say, ""Doctor, what is the problem? I mean, isn't it the right thing to do?"
"
#0089",vietnam_vet,"I'm in a small windowless office with three young men. We answer phone calls about VA benefits. A vet calls asking about freebies offered by stores, restaurants, and hotels, for veterans over sixty. A seated worker handling the call asks me for info. I tell him the vet should dial the VA 800 number. He ignores my advice. I talk to another worker, who is staring at the yellow wall inches from his face. I talk with Vincent B. The seated worker taunts him by saying ""Dick...dick...dick."" I want to show them my .45 pistol, which I have in my pack, but this would cause fear. I imagine the guards at the metal detectors. I imagine saying, ""I have to go back,"" and I would turn around, so that I won't be caught"
"
#0091",vietnam_vet,"With a group of military prisoners, I'm standing at parade rest. Two or three officers are present. We've been told to direct questions to one particular inmate. After a man has asked his question, an officer loudly repeats it, the inmate answers, and the process is repeated. The men ask banal questions. The answers are equally predictable. It is all done quickly. I know that the man being questioned has committed arson. At my turn, I ask him, ""Did the crime you committed put you or anyone else in danger? If so, what did you do, and why did you do it?"" The other prisoners grumble. His tone is mocking as the prisoner says this is the best question, and he is asked it often. Sneering, an inmate asks me, ""What about you? What did you do?"" My provocative answer has put me in danger. Later these men will try to attack me. I imagine the warden will put me elsewhere in the prison. My crime was to throw hand grenades into barrels of shit"
"
#0095",vietnam_vet,"To complete a project, my brother and I, in our twenties, ride a trolley to the library, where I've reserved a room for privacy and quiet. We're about to start when a distraught young man, bearded and with black hair, approaches. He asks if I have any problems, then launches into a forceful series of mixed up questions. Clearly, he's mentally ill. At first, I'm patient with him. Then firmly, I say, ""No. I'm not interested, sir. Stop."" Holding up my hand, I say, ""Just stop."" My brother envies my self-assertion. When the man departs, I ask my brother where he wants to begin work. Here, or at another desk? He's ambivalent. I take charge"
"
#0101",vietnam_vet,"After work, a man who is my father gives me a lift home. I get out, walk to a partly frozen river, walk out on the ice, and call to the young Europeans on the other side. They offer fifteen cents for a pack of cigarettes. I shout back, ""In the US they cost at least a dollar fifty."" They're surprised, but agree to purchase one pack. With a friend, I walk to a store in an area much like a famous amusement park. The man in front of me buys a lotto ticket. I hear the numbers he's playing and write them down. I buy a scratch off ticket, a pack of cigarettes. I'm excited. I'm feeling lucky. There are colorful blinking lights, old fashion entrance trestles, the noise of the amusement rides overhead"
"
#0105",vietnam_vet,"I'm in a room where many young people lie asleep on beds. A nearby woman talks aloud in a dramatic way. She's annoying the man near me, who lies prone on his bed. I say his name. I tell him not to be bothered by her. All the beds begin to move and converge. The prone man, who is handsome, inches toward the woman. There is tension. At any moment, they'll fight. When they are face to face, with violence imminent, they kiss passionately. To give them privacy, I move, bumping up against another woman's arms or legs. Jokingly, I say to her, ""What was that? Oh, that's better. Much better. Thank you so much, whoever you are."" The first woman and I walk across the street. She's wearing blue slacks. Her straight black hair covers her forehead; like an ancient helmet, it protects each side of her face. As we cross the street she says, ""Oh, I know you."" I'm initially attracted to her, but she's old, not as beautiful as I first thought"
"
#0114",vietnam_vet,"I'm in a foreign country, possibly India. There are two places to stay. One building has many rooms reached by small winding steps. As I walk up the steps, a small blonde woman squeezes past. I find a room and lay down. Other people are here. Twice, I'm groped by a dim presence. Python or octopus-like, it slowly pins me down, though I manage to break free. The second time, I wake, moaning. In another room, I ask a young American man about fireworks. He introduces me to a Thai woman, a former opera singer. She steps to a wall and begins to sing a low mournful song. The other rooms are a succession of tents made of light blue cloth in the jungle. It begins to rain. I wonder what it's like to stay dry in the tents, where the water is absorbed by the cloth"
"
#0116",vietnam_vet,"I'm at a meeting with several people. Inadvertently, each person states their name and branch of service. A thin, handsome, young-looking man, tall with dark hair, identifies himself, then says, ""Marines, in the 60s."" At my turn, I give my name and say, ""Infantry medic, Vietnam, Cambodia 1970. "" At the far end of the table sits an attractive woman who resembles Michelle, a therapist I knew. There's a mutual attraction between us and I want to impress her. The scene changes. The woman and I are slow dancing. The Marine asks to dance with her. It's annoying, but each time he asks I keep calm. I tell him we're involved. I tell him the woman and I are falling in love"
"
#0126",vietnam_vet,"Attempting to stage an accident, with two young thieves, I jump into a car that hurtles down a road and deliberately crashes into a wall or barricade. The crash is greater than expected. The two thieves are injured or dead. The police are coming. I escape, disguise myself, and hide in a house where a young black man, handsome and light-skinned, talks to me. Suddenly, he appears in a black belt judo gi. I tell him, ""A friend of mine is always looking for a sparring partner."" The scene changes. I'm changing clothes in an alley outside the house, leaving a large pile of clothes on the ground. Nearby, a happy young boy plays with a paper cup. Twice, he asks, ""What's the number for pumpkin?"
"
#0140",vietnam_vet,"I'm on a fire base that was overrun in Cambodia that resembles the open grassy landscape of Fort Sam Houston. Important people have come to visit. A woman asks about the base. Was it always like this? I tell her at first it was all jungle. I point out soldier Sammy C, who flexes his fingers in rage and fear. Soldiers walk the area, on alert for an attack. As the dignitaries approach, I look up the length of a super immense redwood tree. High up, barely visible, a speck of a man. ""Sniper!"" I yell. ""Sniper!"" and point to the dark speck against the amber bark. The soldiers raise their rifles and open fire. As the sniper falls hundreds of feet through the air, I begin to methodically clap and shout, ""Good...bye...mother...fucker!"" When the dead man hits the earth we soldiers whoop and cheer"
"
#0145",vietnam_vet,"In the country on a sunny day, I decide to walk down a steep hill to a small variety shop, and leave my blue pack at a crossroad decorated with stones and flowers. I begin walking, then suddenly realize someone might steal my pack. From twenty yards away, I levitate, and fly back to fetch it, then fly to the store. The scene changes. I'm in a car with my dog, who is driving along a city street. There are sirens; cars pull over. I tell my dog to go faster or slower, left or right. The busy street narrows. My brother is confused. I tell him to go straight but he wants to turn left. I say, ""But we're going back to the city."
"
#0156",vietnam_vet,"My brother and I are in our bedroom on Highland Place. He's asleep; I'm awake. My brother has a vagina and I mount him, attempting to make love, but my mother will enter to wake us soon, and I stop. Today we're going on a camping trip. I should pack but I really want to stay home this weekend, to just hang out. A woman enters our room, mistaking it for the bathroom. I make a sardonic remark and she leaves. Then Richard, the program coordinator from the Joiner Center, enters. He's here for the camping trip, and going to Australia too. When I ask which part, he says, ""Speakers."" ""How long will we camp?"" I ask. Richard says just for a day or two. I say to myself, ""It's such a long drive for so little time away."
"
#0157",vietnam_vet,"I'm with several criminals walking up a steep road in a wealthy suburban neighborhood. While talking with the men I realize I'm not wearing underwear. I walk quickly up the hill, returning with ten pair, black, though not the brand I typically wear. I talk to a short, scrawny, bare-chested man who resembles my boyhood friend Larry R. I tell him to reach for a tree branch as if performing tai chi, and show him how. I don't like him, and there is tension between us. I talk with a burly, pitted-face assassin who is wearing a suit and holding a balled pair of black socks in one hand. He's threatening. There is tension between us. The scene changes. Actor Paul Newman lies in a queen sized bed with an old man, who he asks to guard his .45 pistol. Newman hands the gun to the old man, tells him to put it under the covers near his foot. The old man takes the gun but is careless. Where did it go? Paul Newman looks under the covers, then the two men wrestle for control. They become entangled. At one point Paul Newman's head is caught provocatively between the old man's legs. After Newman recovers the weapon, two beautiful, young lesbians, wearing sport bras and panties, lie down in the bed and make out. Paul Newman reaches around the woman nearest him and begins to finger her vagina. The entire scene is a movie being filmed. When the action is stopped, Newman continues to finger the woman. The three of them enjoy the foreplay"
"
#0160",vietnam_vet,"On a bright sunny day, I walk with my dog along a wide, hilly corridor of grassy land bordering a highway. I pass oak trees cut and stripped to six feet high for no apparent reason. Suddenly, in the distance, I see enormous amber colored buttes that reach into the sky. ""Wow,"" I say. A hundred yards to the right, in a thicketed tree line, a man calls to his friend, ""There's a UFO in here!"" His friend emerges from the nearby woods. But where is my dog? ""Rusty...Rusty,"" I call to her. Is she lost? Ten minutes later she emerges from a straw covered marsh, frisky, wagging her tail. The two men are approaching. I want to leave"
"
#0162",vietnam_vet,"I'm walking up a pitch-black stairwell with my brother, who's drunk or very sad. It's nearly impossible to see where we're going. From the top of the stairs, pounding music blasts from an open apartment door. It's dark inside but light escapes from beneath the closed bathroom door. I knock on the walls several times. I yell, ""Hello...anyone home?"" But my voice is weak; I'm unable to talk loud. A young tenant, who resembles computer expert Edward Snowden, opens the bathroom door. I say, ""Turn it down, man."" He's friendly, obliging. ""OK. Sure,"" he says. My brother and I leave and walk to my apartment. When we arrive I say, ""Karen (my former girlfriend), I just want you to know that I love you."
"
#0173",vietnam_vet,"I'm the teenage friend of a short scrawny black youth. We meet at a vacant city lot, our usual rendezvous, hoping to find our way into a nearby strip show, but today the usual route is blocked. Construction workers have built a beam too high; we can't climb to the roof. The black teen says it doesn't matter. From a car accident, he has titanium in his skull, arms and legs. But he's afraid of being caught. People will kill him for the metal if they know it's inside him. Instead, he takes me to a dungeon-like basement where he works. The next time I see him, a wide black leather band encircles his chest. He says he's busy now, setting bones in place, and keeps walking. An old, heavy-set black man ambles up to me. He asks what I'm doing here. I tell him I'm just about to put on my clothes and leave. Outside, on a hill overlooking a large field of dry grass, a young white man yells at his tan dog to obey his commands. After putting its paws on the man's head, the dog whimpers. I say, ""I don't need to see this,"" and walk away. Back at the city lot, I meet a group of happy black kids, mostly boys. Taking their hands, I run across the grassy field, challenging them to keep up. A belligerent boy, tall and thin. with long skinny legs and large spiteful eyes, stares at me. ""Oh yeah?"" he says, and easily sprints ahead"
"
#0174",vietnam_vet,"I'm with my former girlfriend Karen at a college cafeteria. I tell the cashier, a medical doctor, ""I want a carton of eggs."" ""What do you mean?"" he asks. I tell him, ""I want fresh eggs. I've done this before."" He asks how I want them cooked. ""You don't understand. I want eggs in a carton to take to my room."" The doctor puts his hand to his chin, looks up, turns his head, as if thinking the matter through. I tell Karen, ""I've stumped a doctor."" A person nearby says the doctor is very bright, very busy, and known to be rude. In fact, he's been disciplined for rudeness. At first surprised, I understand the doctor has played a joke on me. If a hearing is held, I will press charges against him"
"
#0175",vietnam_vet,"In a forest, with my mother and brother, I'm holding a small white dog or seal pup with the face of a Labrador Retriever. We're standing in the rain, impatient for someone we know to bound up the beige colored trail, smooth and hard packed, as if for a movie. I say, ""They did that. The water isn't pooling. It's flooding the path."" When the person appears and heads toward us, I say, ""He's going to slip and fall...now."" But the person does not fall, and the four of us run in the rain up a hill toward a shelter. Reaching a patch of dry, bleached earth, I set the animal down to walk on it's own. But the animal, sick, or weak, or afraid, does not move; after cries and whimpers, it talks to me. With deep feeling I say, ""I'm sorry, sweetie. I'm sorry. What can I do?"" The animal says to be gentle. I've handled it without care"
"
#0187",vietnam_vet,"I'm one of several passengers in a small plane flying high above the rice paddies. Everyone is excited, nearly festive. From this height, the land has a retro video game quality. It's two dimensions are flat, and composed of hundreds of small colored squares. I lean out the side door window to watch the falling bombs. As the plane speeds forward, the first bombs disappear from view, as if headed off course. They reappear, falling faster, closer to earth, narrowing on their targets. Suddenly, hundreds of bombs begin to explode and the paddies light up like a fireworks display. But instead of bursts of orange flames and black smoke, or circular shock waves and smoke filled craters, on the grid of tiny squares the destruction is simulated in bright pastels of blue and green. Somehow, I hear the shrieks and chaos as the peasants and villages are engulfed in flames. I say, ""I can't look at this,"" and crawl back into the cabin, where the passengers are transfixed by the horrible site. Someone says, ""It's like a giant sequoia."
"
#0192",vietnam_vet,"In a crowded white room many people rise from sleep. We're gathered here to depart for a trip. My brother and an older Asian man with bushy gray hair, possibly by author friend Nguyen, who works at the William Joiner Center, are nearby. They've chosen to be drunk. My brother talks gibberish. The Asian man, pretending to be a mouse, lies curled on the floor and makes squeaking sounds. My mother enters the room. ""Alright, everyone,"" she says, ""I'm going to get clothes. I'll be back in fifteen minutes. Start getting dressed."" I get up and open the draws of a pine bureau. The white towels are in disarray. Try as I might, I can't fold one properly"
"
#0194",vietnam_vet,"A young black woman and I discuss how to organize a grass roots movement. In particular, how to speak to crowds at demonstrations. The woman stresses her ideology. ""You have to express your feelings,"" I say to her. ""If it's just the facts, people get bored."" The scene changes. I'm riding with three or four people on a small yellow school bus. I'm aware that an old woman with white hair, petite, thin and fragile, excites me. She has a speech impediment, and seems disabled. We don't speak. After a time the driver pulls to the side of the road. We have to wait, he says. This is a charter bus, and according his contract, during civil rights demonstrations he cannot drive. As he speaks, I point to the passing cars and trucks. I tell him there are no demonstrations, and that not driving makes no sense. The driver exits the vehicle to buy items at a candy store under an elevated subway across the street. I exit the bus, cross the street and peek in the shop window. An attractive woman, wearing a flouncy dress, begins dancing to 1960s pop music with a man in a black suit, white shirt and bow tie. The woman is hectic and ungraceful. Back in the bus, the driver gives a weak excuse for why we can now go on our way. Before he left, I said I would get off and find a local bus, and imagined a long arduous journey"
"
#0200",vietnam_vet,"At night, at a beach side motel, I'm lying in bed, staying with friends. Phyllis R enters my room, maker her way to the bed, then suddenly pounces on top of me.[105] I push her away and scold her. She's incensed and wants to leave. I tell her, ""It's all about the tease, Phil. It's all about the tease."" Hovering over me in her loose fitting pajamas, she decides to stay. We begin to neck and slip off our clothes. A nurse enters and leaves the room. I ask, ""Do we have privacy?"" Phyllis says no, but at the hospital where she works, in an hour a room will be available. A woman is having an operation there. She's read the plans. Preparing to make love, I kneel behind Phyllis as she presents her derriere. We've abandoned privacy"
"
#0204",vietnam_vet,"I'm a 1st class passenger on a train, lying down, reading a profile about my Vietnam tour. The eight to ten pages are typed on expensive bond paper. A middle aged couple, educated, accomplished, self important, sit down next to me. The man wears a luxurious dark blue overcoat and black scarf. The woman is fashionably dressed, her hair is formally styled. She reads a magazine article about food and tells her husband the names of restaurants which cook and present meals to her liking. Inadvertently I put the Vietnam profile on the mans swept back and neatly combed hair. Immediately I remove it, but say nothing. I hope he's seen it. I hope he's seen that I'm a Vietnam vet"
"
#0210",vietnam_vet,"I'm a young man with two old men in a large field. We're rehearsing scenes from war. First, a Western scene. Next, in World War I we march with rifles sporting long bayonets. For World War II, we are pressed up against an earthworks. Just before a shell hits, there is a faint clicking sound. A drop in air pressure. A long thin piece of shrapnel lodges in a makeshift shield I hold in front of me. The same noise and air change precede the second shell. The moments before the blast take forever. The shell explodes to my right. So close I barely hear it. There is a brightness. A soft surrounding thud. I check to see how bad I'm hit"
